file_obj,output,flag,username,timestamp
/Users/bangboom/Code/pdf_reader/flagged/file_obj/on_node_learnzq8y4d7y.txt,/Users/bangboom/Code/pdf_reader/flagged/output/tmpf1rtmmja.json,,,2023-04-15 15:03:01.612183
,,,,2023-04-15 15:06:37.526437
